title,data
아파텔,"아파트와 오피스텔의 합성어로서, 건축업자들이 만들어낸 말이다. 오피스텔로 건축허가를 받아서 짓고, 지하주차장 등의 공유면적을 분양면적에서 제외하여 분양면적 대비 전용비율을 아파트와 유사하게 75~80% 수준까지 표현하는 주거용 오피스텔이다."
중간예납,"소득세법이나 법인세법에서 과세기간 중간에 예납기간을 정해 세액의 일부를 납부하도록 하는 제도이다. 세법은 과세기간이 모두 지난 후에 확정된 소득금액에 과세를 하는 것을 원칙으로 하고 있지만 조세수입의 조기 확보, 부담의 분산, 조세회피의 미연방지 등을 위해 이 제도를 운영하고 있다.① 소득세는 부동산소득 또는 사업소득이 있는 자에게 1월 1일부터 6월 30일까지의 기간을 중간 예납기간으로 하여 전년도에 종합소득 소득세로서 납부하였거나 납부할 세액의 2분의 1에 상당하는 금액(중간예납세액)을 소득세로 하여 11월 30일까지 징수한다.② 법인세는 내국법인으로서 각 사업연도의 기간이 6월을 초과하는 법인은 그 사업연도개시일로부터 6월간을 중간예납기간으로 하여 직전 사업연도의 법인세로서 결정한 세액에서 일정한 금액을 공제한 후 직전사업연도의 월수로 나눈 금액에 6을 곱하여 계산한 금액을 그 중간예납기간이 경과한 날로부터 2월내에 납부하여야 한다."
계약명의신탁,"부동산매매계약 등을 체결할 때 매수인 등의 명의를 돈을 내는 사람의 명의로 하지 않고 타인명의로 하는 명의신탁약정을 말한다. 명의신탁약정 및 명의신탁약정에 따라 하는 등기는 무효이다. 다만, 부동산에 관한 물권을 취득하기 위한 계약에서 명의수탁자가 어느 한쪽 당사자가 되고 상대방 당사자는 명의신탁약정이 있다는 사실을 알지 못한 경우에는 해당되지 않는다.무효인 명의신탁약정 및 명의신탁등기의 무효는 제3자에게 대항하지 못한다. 근거법은 부동산 실권리자명의 등기에 관한 법률이다. 명의신탁 참조."
부동산개발업,"토지의 조성이나 건축물을 건축, 대수선, 리모델링 또는 용도변경, 공작물설치 등의 개발을 수행하는 업을 말한다. 법이 정하는 바에 따라 부동산개발업자로 등록하고 부동산을 개발하여 판매하는 산업이다. 부동산개발을 업으로 영위하는 부동산개발업자라 하고 이 업을 하려면 등록을 해야하며, 등록한 자를 등록사업자라 한다.건축물의 연면적이 2천제곱미터 또는 연간 5천제곱미터 이상이거나 토지의 면적이 3천제곱미터 또는 연간 1만제곱미터 이상으로서 주상복합건축물은 주거용 외 용도 연면적 합계가 3천제곱미터 또는 연간 5천제곱미터(단 총연면적 중 주거용 외 용도가 30% 이상인 경우에 한정), 기타건축물은 연면적 3천제곱미터 또는 연간 5천제곱미터이고, 토지는 면적이 5천 제곱미터 또는 연간 1만 제곱미터 이상의 부동산개발을 업으로 영위하려는 자는 국토교통부장관에게 등록을 하여야 한다.등록사업자는 2018년 12월 기준 2,302개이다. 관련법은 부동산개발업의 관리 및 육성에 관한 법률이다."
정지 · 전정작업,"정지작업은 수목을 식재목적에 맞도록 줄기와 가지의 생장을 조정하는 방법을 말하며, 전정작업은 정지를 하기 위하여 나무의 가지나 줄기 및 잎의 일부를 잘라내는 작업을 말한다.나무는 그대로 방치해두면 가지가 쓸데없이 길게 자라거나(도장) 밀생하여 죽는 가지(枯死枝)가 생긴다. 또 병해충의 피해를 입어 수세가 약해지거나 수형이 납작해져 본래의 식재목적인 관상과 실용 가치가 떨어진다. 이러한 것을 예방하고 나무의 건전한 발육과 아름다운 수형을 유지하기 위하여 인위적으로 조작하는 작업이다."
주거이전비,"공익사업을 위한 손실 보상 중 이주정착금 등의 보상에 해당되는 보상으로, 공익사업 시행지구에 편입 되는 주거용 건물의 소유자나 세입자에게 당해 건축물에 대한 보상을 하는 때에 주는 보상금을 말한다.주거용 건축물의 소유자에 대하여는 해당 건축물에 대한 보상을 하는 때에 가구원수에 따라 2개월분의 주거이전비를 보상하여야 한다. 다만, 건축물의 소유자가 해당 건축물 또는 공익사업시행지구 내 타인의 건축물에 실제 거주하고 있지 아니하거나 해당 건축물이 '89.1.24 이후 건축된 무허가건축물 등인 경우에는 보상하지 않는다.주거용 건축물의 세입자(법 제78조제1항에 따른 이주대책대상자인 세입자는 제외한다)로서 사업인정고시일등 당시 또는 공익사업을 위한 관계법령에 의한 고시 등이 있은 당시 해당 공익사업시행지구안에서 3개월 이상 거주한 자에 대하여는 가구원수에 따라 4개월분의 주거이전비를 보상하여야 한다.다만, 무허가건축물 등에 입주한 세입자로서 사업인정고시일등 당시 또는 공익사업을 위한 관계법령에 의한 고시 등이 있은 당시 그 공익사업지구 안에서 1년 이상 거주한 세입자에 대하여는 주거이전비를 보상하여야 한다. 주거이전비는 통계작성기관이 조사 · 발표하는 가계조사통계의 도시근로자가구의 가구원수별 월평균 명목 가계지출비를 기준으로 산정한다.이 경우 가구원수가 5인인 경우에는 5인 이상 기준의 월평균 가계지출비를 적용하며, 가구원수가 6인 이상인 경우에는 5인 이상 기준의 월평균 가계지출비에 5인을 초과하는 가구원수에 1인당 평균비용〔(5인 이상 기준의 도시근로자가구 월평균 가계지출비 - 2인 기준의 도시근로자가구 월평균 가계지출비) ÷ 3〕을 곱한 금액을 더한 금액으로 산정한다.근거법은 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률이다."
서비스면적,"아파트를 분양할 때 주택사업자가 제공하는 면적으로 외부와 접하는 앞뒤 발코니(흔히 베란다라고 함)처럼 따라 덧붙여 주는 면적을 말한다. 이것은 용적률, 전용면적, 공용면적, 분양면적, 계약면적 등 어디에도 포함되지 않는 면적이다. 그래서 서비스면적이라 부른다."
건물표시의 변경등기,"건물등기부의 표시 란에 기재된 사항을 고치는 등기를 말한다. 건물의 면적이 늘어나거나 줄어들거나 혹은 부속건물을 신축하거나 또는 지번이 바뀌거나 하는 등으로 변경이 생기면 변경등기를 해야 한다. 건물표시의 변경등기는 행정구역, 명칭, 지번, 지목, 지적 등의 변경일
	경우 소관청이 관할 등기소에 촉탁해 변경하거나, 등기관이 직권으로 변경등기를 할 수 있다.건축물대장의 기재 내용이 변경되는 경우, 지방자치단체의 장이 관할등기소에 의무적으로 건물의 표시변경등기를 촉탁하는 내용으로 건축법이 개정됨에 따라, 건물의 분할, 구분, 합병, 멸실 등 건물표시 변경사유가 있는 때 건물의 소유자가 1월 이내에 그 등기신청을 하지 아니하면 과태료를 부과하는 규정을 삭제하였다. 근거법은 부동산등기법, 부동산등기규칙, 공간정보의 구축 및 관리 등에 관한 법률이다."
노인복지시설,"노인의 삶의 질을 향상시키기 위해 필요한 서비스 및 프로그램의 제공을 목적으로 마련된 장소, 설비 및 건조물 등을 말한다. 노인복지시설의 종류는 노인주거복지시설, 노인의료복지시설, 노인여가복지시설, 재가노인복지시설 및 노인보호전문기관이 있다. 근거법은 노인복지법이다."
지역주택조합,"같은 특별시 · 광역시 · 특별자치시 · 특별자치도 · 도에 거주하는 주민이 주택을 마련하기 위하여 설립한 조합을 말한다. 많은 수의 구성원이 주택을 마련하거나 리모델링하기 위하여 주택조합을 설립하려는 경우에는 관할 특별자치시장 · 특별자치도지사 · 시장 · 군수 · 구청장의 인가를 받아야 한다.인가받은 내용을 변경하거나 주택조합을 해산하려는 경우에도 또한 같다. 지역주택조합을 설립(인가의 경우)하려면 해당 주택건설대지의 80/100 이상 토지의 토지사용승낙서, 해당 주택건설대지의 15/100 이상 토지의 토지소유권 확보서류, 창립총회의 회의록, 조합장선출동의서, 조합원 전원이 자필로 연명한 조합규약, 조합원명부, 사업계획서 등을 첨부하여 주택조합의 주택건설 대지를 관할하는 특별자치시장 · 특별자치도지사 · 시장 · 군수 · 구청장에게 제출해야한다.조합인가를 변경하려면 변경의 내용을 증명하는 서류, 해산을 위해서는 조합원의 동의를 얻은 정산서를 제출해야 한다. 주택조합의 가입을 신청한 자는 가입비 등을 예치한 날부터 30일 이내에 주택조합 가입에 관한 청약을 철회할 수 있다.지역주택조합원의 자격은 주택조합설립인가신청일부터 해당 조합주택의 입주가능일 까지 주택을 소유하지 않거나 주거전용면적 85m2 이하의 주택을 1채 소유한 세대주여야 하며, 조합설립인가신청일 현재 동일한 특별시 · 광역시 · 특별자치도 · 도 지역에 6개월 이상 거주해 온 자여야 한다.주택조합은 구성원을 위하여 건설하는 주택을 해당 조합원에게 우선하여 분양 할 수 있다.관련법은 주택법이다."
잡종지,"지목의 종류 중 하나로 갈대밭, 실외에 물건을 쌓아두는 곳, 돌을 캐는 곳, 흙을 파내는 곳, 야외시장, 비행장, 공동우물, 영구적 건축물중 변전소, 송신소, 수신소, 송유시설, 도축장, 자동차운전학원, 쓰레기 및 오물처리장 등의 부지 및 다른 지목에 속하지 않는 토지를 말한다.다만 원상회복을 조건으로 허가받아 돌을 캐내는 곳 또는 흙을 파내는 토지는 제외한다. 지적도 및 임야도에는 (잡)으로 표시한다.관련법은 공간정보의 구축 및 관리 등에 관한 법률이다."
주요구조부,"건축물의 내력벽(耐力壁), 기둥, 바닥, 보, 지붕 및 주 계단을 주요구조부라 한다. 사이 기둥, 최하층바닥, 작은 보, 차양, 옥외계단 기타 이와 유사한 것은 주요구조부라 하지 않는다.주요구조부는 하자담보책임기간이 정해져 있어 아파트라면 그 기간 내에 발생하는 하자는 주택건설사업자가 보수해주어야며, 해주지 않으면 법으로 강제하여 예치해 놓은 하자보수보증금으로 하자를 보수 받을 수 있다.교량, 터널, 철도 등 시설물의 책임감리를 성실하게 하지 않거나, 설계 등 용역업무를 부실하게 하여 하자담보 책임기간에 구조상 주요부분에 중대한 손괴를 야기하여 일반인을 위험하게 한 자는 10년 이하의 징역이나 1억원 이하의 벌금에 처하며, 부실감리와 부실설계로 사람을 다치거나 죽음에 이르게 한 자는 무기 또는 3년 이상의 징역에 처한다.관련법은 건축법 및 건설기술진흥법이다."
월차임 전환,"보증금의 전부 또는 일부를 월(月) 단위의 임대료로 전환하는 것을 말한다. 주택을 임대차 한 때에는 전환되는 금액에 은행에서 적용하는 대출 금리와 당해 지역의 경제여건을 고려하여 연 1할을 곱한 월임대료의 범위를 초과할 수 없다. 상가건물은 연 1할 2푼을 초과할 수 없다.관련법은 주택임대차보호법, 상가건물임대차보호법이다."
장기공공임대주택,30년 이상 임대할 목적으로 국가 또는 지방자치단체의 재정 및 주택도시기금을 지원받아 건설 또는 매입한 임대주택 또는 50년 이상 임대할 목적으로 국가 또는 지방자치단체의 재정이나 주택도시기금을 지원받아 건설한 임대주택을 말한다.사업주체(국가 · 지방자치단체 · 한국토지주택공사 · 지방공사)는 건축물의 노후화를 방지하거나 노후건축물의 기능을 향상시키기 위하여 필요한 경우 장기공공임대주택을 리모델링하거나 재건축할 수 있다.근거법은 장기공공임대주택 입주자 삶의 질 향상 지원법이다.
공과금,국가나 지방자치단체가 그 구성원에게 부과하는 공법상의 부담을 말한다. 조세(국세 및 지방세)와 조세(租稅) 이외의 공적 비용부담(예: 부담금)을 포함한다.
산지전용,"산지를 조림, 숲 가꾸기, 벌채, 토석 등 임산물의 채취, 산지일시사용 외의 용도로 사용하거나 이를 위하여 산지의 형질을 변경하는 것을 말한다. 전용이 가능한 다른 목적에는 농업용(농지, 초지), 비농업용(택지, 공장, 광업, 도로, 골프장, 스키장, 묘지 등)이 있다. 산지전용을 하려는 사람은 그 용도를 정하여 산림청장 등 관할행정청의 허가를 받아야 하며, 허가받은 사항을 변경하려는 경우에도 또한 변경허가를 받아야 한다.산지전용허가 · 변경허가, 산지전용기간의 연장허가 등의 관할 행정청은 산지의 소관과 전용면적에 따라 산림청장, 시 · 도지사, 시장 · 군수 · 구청장으로 나뉜다.관련법은 산지관리법이다."
토지형질변경,"토지의 형상을 변경하는 행위와 공유수면의 매립을 의미한다.토지 형질 변경은 절토 · 성토 · 정지 · 포장 등의 방법으로 토지의 형상을 변경하는 행위와 공유수면의 매립(경작을 위한 토지의 형질변경은 제외함)이 있다. 토지의 형질변경을 하고자 하는 자는 국토의 계획 및 이용에 관한 법률에 따라 특별시장 · 광역시장 · 특별자치시장 · 특별자치도지사 · 시장 또는 군수에게 개발행위 허가를 받아야 한다.단 높이 50cm 이내 또는 깊이 50cm 이내의 절토 · 성토 · 정지 등(포장을 제외하며, 주거지역 · 상업지역 및 공업지역외의 지역에서는 지목변경을 수반하지 아니하는 경우에 한함), 도시지역 · 자연환경보전지역 및 지구단위계획구역 외의 지역에서 면적이 660제곱미터 이하인 토지에 대한 지목변경을 수반하지 아니하는 절토 · 성토 · 정지 · 포장 등(토지의 형질변경 면적은 형질변경이 이루어지는 당해 필지의 총면적을 말함), 조성이 완료된 기존 대지에 건축물이나 그 밖의 공작물을 설치하기 위한 토지의 형질변경(절토 및 성토는 제외)은 허가를 받지 않아도 된다."
도시 · 군관리계획,"특별시 · 광역시 · 특별자치시 · 특별자치도 · 시 또는 군의 개발 · 정비 및 보전을 위하여 수립하는 토지 이용, 교통, 환경, 경관, 안전, 산업, 정보통신, 보건, 복지, 안보, 문화 등에 관한 다음의 계획을 말한다.① 용도지역 · 용도지구의 지정 또는 변경에 관한 계획,② 개발제한구역, 도시자연공원구역, 시가화조정구역(市街化調整區域), 수산자원보호구역의 지정 또는 변경에 관한 계획,③ 기반시설의 설치 · 정비 또는 개량에 관한 계획,④ 도시개발사업이나 정비사업에 관한 계획,⑤ 지구단위계획 구역의 지정 또는 변경에 관한 계획과 지구단위계획,⑥ 입지규제최소구역의 지정 또는 변경에 관한 계획과 입지규제최소구역계획.당해 시 · 군의 지속가능한 발전을 도모하기 위하여 10년 단위로 수립하는 법정계획으로 5년마다 재검토한다. 상위계획에서 제시된 장기적인 발전방향을 공간에 구체화하고 실현시키는 중기계획이며, 용도지역 · 지구 · 구역, 기반시설, 도시개발사업 또는 정비사업, 지구단위계획 등을 단계적으로 집행할 수 있도록 물적으로 표현하는 계획이다.계획의 입안권자는 특별시장 · 광역시장 · 특별자치시장 · 특별자치도지사 · 시장 또는 군수이며, 계획의 결정권자는 시 · 도지사이다. 2016년 기준 도시급은 162개, 시급은 85개, 군급은 77개가 수립되었다. 국토교통부장관 또는 시 · 도지사는 도면을 작성하거나, 승인한 때에는 이를 고시하고 고시내용을 시장 · 군수에게 송부하여 일반에게 공람 시킨다. 근거법은 국토의 계획 및 이용에 관한 법률이다."
검인계약서제도,"검인계약서제도는 부동산 거래계약서를 작성할 때 실제 거래가격을 기재하여 거래부동산의 소재지 관할 시장 · 군수 · 구청장의 검인을 받도록 하는 제도다. 검인을 받은 계약서를 검인계약서라 한다. 이것은 부동산 등기를 신청할 때 등기원인을 증명하는 서면의 하나이며, 등기 원인이 매매 또는 교환인 경우에는 반드시 이것을 제출해야 한다.소유권이전등기를 신청할 때는 계약서에 거래 당사자, 목적부동산, 계약연월일, 대금 및 그 지급일자 등 지급에 관한 사항 또는 평가액 및 그 차액의 정산에 관한사항, 부동산중개업자가 있을 때는 그 부동산중개업자, 계약의 조건이나 기한이 있을 때는 그 조건 또는 기한 등을 기재한 계약서에 검인신청인을 표시하여 부동산 소재지를 관할하는 시장 또는 그 권한의 위임을 받은 자의 검인을 받아 관할등기소에 제출하여야 한다.중개업자 또는 거래당사자가 부동산거래를 신고하고 신고필증을 받으면 매수인은 여기서 말하는 검인을 받은 것으로 본다. 이것은 1978년 12월 6일 부동산등기법에서 규정하였으나 시행을 유보하다 부동산 투기대책의 일환으로 1988년 9월 30일에 시행을 공포하고 동년 10월 1일부터 시행하였다. 관련법은 부동산등기특별조치법, 부동산 거래신고에 관한 법률 이다."
법면,"도로나 철도를 설치하기 위해 밑바닥부터 도로나 철도 이용부분까지 흙 등으로 쌓은 경사면 부분. 경사면을 만드는 것은 붕괴를 막기 위한 것이다. 토지면적 계산은 지형과 토지의 고저에 불구하고 수평투영면적으로 산정한다. 따라서 도로부지나 철도부지의 면적은 밑바닥면적으로 계산한다. 택지도 마찬가지여서 축대를 쌓으면, 축대 바닥 면적이 택지면적이 된다."
지적전산자료,"지적공부에 관한 전산자료를 말한다. 이것을 이용하려면 소관청의 승인을 받아야 한다.① 전국 단위의 지적전산자료는 국토교통부장관, 시 · 도지사 또는 지적소관청② 시 · 도 단위의 지적전산자료는 시 · 도지사 또는 지적소관청,그리고 ③ 시 · 군 · 구(자치구가 아닌 구를 포함) 단위의 지적전산자료는 지적소관청이다.또, 승인을 신청하려는 자는① 자료의 이용 또는 활용 목적 및 근거② 자료의 범위 및 내용③ 자료의 제공 방식, 보관 기관 및 안전관리대책 등을 적은 신청서를 미리 관계 중앙행정기관의 장에게 제출하여 심사를 신청해야 한다.다만, 중앙행정기관의 장, 그 소속 기관의 장 또는 지방자치단체의 장이 승인을 신청하는 경우에는 상관없다. 토지소유자가 자기 토지에 대한 지적전산자료를 신청하거나, 토지소유자가 사망하여 그 상속인이 피상속인의 토지에 대한 지적전산자료를 신청하는 경우에는 승인 및 심사를 받지 않아도 된다.관련법은 공간정보의 구축 및 관리 등에 관한 법률이다."
재산세,"전통적인 부동산 과세 세목의 하나로, 지방재정의 근원이 되는 세목(稅目)이다. 재산세는 토지와 건물로 나누어 부과하며, 부동산 가치가 크면 과세표준이 커지므로 그러한 지방은 재원이 풍부해지고, 반대로 부동산가격이 낮은 지방은 재정이 빈약해진다.주택, 주택 외 건물, 토지로 구분하여 각각 과세표준액을 산정하여 부과하며 시장, 군수가 과세한다. 주택의 경우 건물분과 토지분으로 나누어 부과하며, 건물분은 주택 재산세의 2분의 1을 7월에 토지 분은 주택 재산세의 2분의 1을 9월에 부과한다."
대체산림자원조성비,"산지전용허가 및 산지일시사용허가를 받으려는 사람, 산지전용허가 또는 산지전용신고가 의제되거나 배제되는 행정처분을 받으려는 사람이 산지의 보전 · 관리 및 조성을 위해 납부하는 비용을 말한다. 대체산림자원조성비 부과 · 징수 등의 관할 행정청은 산지의 분류에 따라 다르다.① 산림청장의 소관이 아닌 국유림, 공유림 또는 사유림은 시장 · 군수 · 구청장,② 산림청장의 소관인 국유림은 국유림관리소장,③ 국립수목원장 · 국립산림품종관리센터장 · 국립산림과학원장 또는 국립자연휴양림관리소장 소관의 국유림은 국립수목원장 · 국립산림품종관리센터장 · 국립산림과학원장 또는 국립자연휴양림관리소장이다.대체산림자원조성비는 관할 행정청이 이를 부과 · 징수하며, 납부의무자가 납부기한 이내에 이를 납부하지 않은 경우 국세체납처분 또는 지방세체납처분의 예에 따라 이를 징수할 수 있다. 근거법은 산지관리법과 동법 시행령이다."
등기명의인 표시변경등기,"등기명의인의 표시(성명, 주소 등)가 변경되어 등기부상 표시와 일치하지 않는 경우 그 표시를 일치시키기 위해 하는 등기를 말한다. 등기명의인 표시변경등기는 등기명의인 단독으로 신청할 수 있다. 따라서 등기명의인 표시변경등기는 소유자의 동의를 얻거나 상대방의 승낙을 받을 필요가 없다. 등기명의인 표시변경등기는 전거(주소변경)에 의한 표시변경등기에는 주민등록초본을, 개명에 의한 표시변경등기에는 기본증명서를 제출해야 한다.이후 신청서 및 첨부서류를 가지고 등기소를 방문해 제출한 후 대법원 인터넷등기소 사이트에서 접수현황 등을 확인할 수 있으며, 등기 완료 후에는 등기필정보 및 등기완료통지서를 받을 수 있다. 근거법은 부동산등기법이다."
경매취하,"경매를 신청한 채권자가 경매신청을 철회하는 것을 말한다. 경매를 신청한 채권자는 경매 신청을 취하해서 해당 경매절차를 종료시킬 수 있다. 취하를 신청하는데 별도의 취하사유는 필요 없다. 취하의 기간은 경매를 신청한 때부터 낙찰자가 매각대금을 납부하기 전까지다. 매수신고가 있기 전까지는 다른 사람의 동의를 받을 필요 없이 경매신청을 취하할 수 있다.필요한 서류는 경매취하서 2통(경매신청시와 동일한 도장 사용), 등록세 영수필확인서(경매기입등기말소등기용) 1통이 필요하다. 매수신고가 있고 난 뒤에 경매신청을 취하하려면 최고가매수신고인 또는 매수인과 차순위 매수신고인의 동의가 필요하다. 따라서 매수신고가 있은 이후에는 실질적으로 매수인의 동의가 있어야만 경매가 취하될 수 있다.현실에서는 경매물건을 낙찰 받은 후에 채무자나 소유자가 취하를 요구하는 경우가 많다. 물론 채무자나 소유자는 경매취하를 할 수 없을뿐더러 낙찰자의 동의 없이는 경매를 취하할 수 없으나, 채무자가 소송을 내서 경매절차가 취소되는 경우가 있을 수 있다. 근거법은 민사집행법이다."
간접점유,"전세권, 임대차, 지상권, 사용대차, 질권 등과 같이 일정한 법률관계가 있어 타인에게 물건의 점유만을 이전하였을 때 본래 점유권을 행사하던 자의 점유를 간접점유라 한다. 예를 들어 상가를 임대차하였을 때, 상가건물의 소유주가 간접점유가 되고 임차인은 직접점유가 된다.간접점유자도 점유의 회수, 점유의 보유, 점유의 보전에 대한 청구권을 행사할 수 있다. 또한 원래의 점유자가 점유의 침탈을 당한 경우에 간접점유자는 그 물건을 점유자에게 반환할 것을 청구할 수 있다. 근거법은 민법이다."
환매특약등기,"환매권이 설정 되어 있다고 표시하는 등기를 말한다. 목적물이 부동산일 경우는 매매등기와 동시에 환매권의 보유(保留)를 등기하여야 하며, 동시에 하지 않은 등기는 무효이다.환매특약등기를 하면 제3자에게 효력이 미치므로 환매기간 중에 제3자가 목적물을 취득하더라도 그 제3자에게도 환매권을 실행할 수 있다. 환매특약 등기를 신청할 경우에는 신청서에 매수인이 지급한 대금 및 매매비용을 적고 등기원인에 환매기간이 정해져 있으면 그 환매기간을 적어야 한다."
매도인,부동산매매계약에서 목적물을 파는 쪽을 말하며 매주라고도 한다. 매도인은 매수인에게 대금지급을 청구할 수 있으며 매도인 자신은 목적물의 재산권을 이전할 의무가 있다. 부동산 매매란 매도인과 매수인이 그 소유권의 변동을 목적으로 하는 매매계약을 체결 · 이행하여 소유권 이전등기를 하는 것을 말한다.부동산 매매계약을 체결하기 전에 매수인은 매도인이 부동산의 진정한 소유자인지 확인해야 하며 매수인 또는 매도인의 대리인과 매매계약을 체결할 경우 대리인이 대리권을 가지고 있는지도 확인해야 한다.
근린상가,"주거지역 인근에 입지하며 주민의 생활편익을 제공하는 상점이 몰려 있는 곳을 말한다. 건축법상 제1종과 제2종 및 일부 판매시설이 있다. 건축할 때는 건축법의 적용을 받으며, 분양할 때는 규모가 일정량 이상이면 건축물의 분양에 관한 법률을 적용받는다. 상권은 거주지 배후이며, 생활편의 소매점, 일용품점, 학원 등 서비스업종이 입점한다. 근거법은 건축법이다."
순가중개계약,"매도가격을 미리 정하여 중개업자에게 제시하고, 이를 초과한 가격으로 매도한 경우 그 초과액을 중개업자가 보수로 획득하는 방법을 말한다. 중개보수(仲介報酬)가 지나치게 과다해지거나 중개업자가 개인수입을 올리기 위해 의뢰인에게 불리한 조처를 하는 수도 있어, 이 의뢰계약은 정당한 중개보수금액을 초과하는 경우 통상적으로 윤리규정(code of ethics)이나 법으로 금지되고 있다.우리의 경우 중개업법에는 금지행위 조항을 두어 ""수수료나 실비를 초과하는 금품, 사례 · 증여, 기타 어떤 명목으로라도 금품을 받는 행위를 하여서는 안 된다""고 하여 사실상 순가중개계약을 금지하고 있다. 일본도 마찬가지로 이 계약은 법으로 금지하고 있다(택지건물거래업법 제46조).근거법은 공인중개사법이다."
대지권등록부,"구분 소유자의 전유부분(專有部分)을 소유하는 근거인 토지의 대지권을 등록해 놓은 장부로 지적공부를 효율적으로 관리하기 위해 작성한 장부다. 집합건물의 대지권을 등록한 공부는 집합건물대지권등록부이다. 지적과 관련된 공부는 토지대장, 임야대장, 공유지연명부, 대지권등록부, 지적도, 임야도, 경계점좌표등록부 등 7종이 있다. 근거법은 공간정보의 구축 및 관리 등에 관한 법률이다."
유상계약,유상계약이라 함은 매매나 임대차의 경우와 같이 계약당사자 쌍방이 서로 대가적인 의미를 가지는 출연(대금이나 차임)을 하는 계약을 말한다. 무상계약에 대립하는 용어이다. 임대차는 유상계약이므로 매도인의 담보책임에 관한 규정이 준용되기 때문에 임대인은 권리의 하자로 임차인이 상가건물을 사용 · 수익을 할 수 없게 된 경우에는 임차인에게 담보책임을 부담해야한다.
지역지구제,"토지이용효율을 높이거나 무질서한 토지이용을 예방하기 위하여 사회, 경제측면에서 보아 일정한 지리적 범위를 한 지역단위로 묶는 제도로 국토의 계획 및 이용에 관한 법률 등 여러 법에 정해 놓았다. 지역, 지구, 구역 등의 용어가 있다."
민간임대주택사업자,"공공주택사업자가 아닌 자로서 1호 이상의 민간임대주택을 취득하여 임대하는 사업을 할 목적으로 등록을 하고 주택임대를 목적으로 사업을 하는 자이다. 2010년 41,590명, 임대호수 1,399,227호에서 2014년 사업자수 103,927명, 임대호수 1,708,716호, 2018년 8월 사업자수 345,000명, 임대호수 1,203,000호로 신장되었다. 근거법규는 민간임대주택에 관한 특별법이다. 임대주택 참조바람"
직계비속,"자기로부터 직선으로 내려가서 후손에 이르는 사이의 혈족을 일컫는 말로서, 아들, 딸, 손자, 손녀, 증손, 현손 등을 말한다. 직계존속과 반대되는 개념이다."
부동산개발업자,"부동산개발을 업으로 영위하는 자를 말한다. 택지조성, 건물의 신축, 환경부적응 건물의 용도변경, 위락단지 개발 등 사업을 기획단계부터 처분단계까지 전 과정을 관리하는 부동산개발을 업으로 영위하는 자를 말한다. 부동산 디벨로퍼(developer), 시행사라고도 부른다.모든 부동산을 다룬다는 점에서 토지와 주택만 개발하는 토지주택공사, 지방공사 등 공공개발주체나 주택만 건설하는 민간주택건설사업자와 구별되고, 기획, 시공, 분양 등 전 과정을 관리한다는 점에서 시공만 하는 건설회사와 구별된다.디벨로퍼는 다른 개발주체와 달리 적은 자본과 소수 인력으로 개발에 참여하는데 전문지식을 갖춘 인력이 주도하며, 법, 금융, 시공, 평가, 중개 등 관련 전문가 네트워크를 잘 운영하는 점이 특이하다. 관련법은 부동산개발업의 관리 및 육성에 관한 법률이다."
용적률,"건축물 연면적을 대지면적으로 나눈 비율을 말한다. 건축물 연면적은 건축물 각층의 바닥면적 합계이다. 용적률 = 건축물 바닥면적의 합계/대지면적×100이다.예로 100평의 대지에 각층 바닥 면적이 70평인 3층 건물을 지었다고 하면 이 건물의 용적률은 210%이다[210 = (70+70+70)/100×100]. 용적률을 계산할 때 지하층의 바닥면적은 포함시키지 않으며, 또 지상 층의 면적 중에서 주차용으로 쓰는 것, 주민공동시설의 면적, 초고층 건축물의 피난안전구역의 면적은 포함시키지 않는다.예컨대 바닥 면적이 70평인 건물을 지하 1층, 지상 3층으로 짓고 1층 전체를 주차장으로 만들었다고 하면, 이 건물의 연면적은 280평(70평×4개층)이 되어야 하나, 용적률 산정 시 지하층과 주차장을 제외하므로 140평이 된다.용적률이 높을수록 대지면적에 비해 건축물 연면적의 비율이 높다는 뜻이며, 용적률이 높다는 것은 그 만큼 건물을 높게 지을 수 있다는 말이다. 그러므로 용적률이 높은 토지가 낮은 대지에 비해 가격이 높다. 용도지역에 따라 용적률이 다르며 80~1,500%의 범위이며. 도시지역의 주거지역은 500% 이하이다.건축법과 국토의 계획 및 이용에 관한 법률에 규정하고 있지만, 구체적인 개별토지의 용적률은 해당 지방자치단체가 도시계획조례로 정해 놓았으므로 실제 용적률을 알아보려면 해당 자치단체의 조례를 보아야 한다. 지구단위계획에서는 기준용적률, 허용용적률, 상한용적률을 정해 놓고 세분하여 적용한다. 용적률은 건폐율과 함께 지역의 개발밀도를 가늠하는 척도로 활용한다."
촉탁등기,"등기는 당사자의 신청(공동신청주의)에 의하는 것이 원칙이나, 예외적으로 법률의 규정이 있는 경우 법원, 그 밖의 관공서가 등기소에 촉탁하여 등기하는 경우가 있는데 이를 촉탁등기라 한다."
공유지연명부,"공간정보의 구축 및 관리 등에 관한 법률상 지적공부의 하나로 1필지를 2명 이상의 여러 명이 소유하는 경우에 그 소유자에 관한 내용을 주로 기록하는 장부이다. 공유지연명부에는 토지의 소재, 지번, 소유권 지분, 소유자의 성명 또는 명칭, 주소 및 주민등록번호, 토지의 고유번호, 필지별 토지대장 또는 임야대장의 장번호, 토지소유자가 변경된 날과 그 원인 등이 기재되어 있다."
